,predicted,actual
2022-06-24,6.999429926550551,
2022-06-25,6.999831991305305,
2022-06-26,6.999366678345124,
2022-06-27,6.966014367756516,
2022-06-28,7.008230020101755,
2022-06-29,6.477355997406163,
2022-06-30,6.945003213569366,
2022-07-01,6.930504523889503,
2022-07-02,6.9304305720998585,
2022-07-03,6.930548081295034,
2022-07-04,6.930837696040427,
2022-07-05,6.880102052251149,
2022-07-06,6.74685074303998,
2022-07-07,6.762748948729121,
2022-07-08,6.914701025981979,
2022-07-09,6.914713670418812,
2022-07-10,6.91452536367048,
2022-07-11,6.860462011232027,
2022-07-12,6.914848205096846,
2022-07-13,6.9020627803219305,8.9992981419231
2022-07-14,6.891859103421098,
2022-07-15,6.858461933968726,
2022-07-16,6.858543996957979,
2022-07-17,6.858617186078567,
2022-07-18,6.853696756729986,
2022-07-19,6.783588457700171,
2022-07-20,6.851281600431211,
2022-07-21,6.836467254964967,
2022-07-22,6.910030809813835,
2022-07-23,6.909898718997879,
2022-07-24,6.910024375890172,
2022-07-25,6.88988780839627,
2022-07-26,6.879021458929902,
2022-07-27,6.852173218622545,
2022-07-28,7.4138420250682655,
2022-07-29,7.523940432852787,
2022-07-30,7.523957857898761,
2022-07-31,7.523859808263925,
2022-08-01,7.4945676809132635,
2022-08-02,7.506135254198355,
2022-08-03,7.202182193228358,
2022-08-04,7.286384033467048,
2022-08-05,7.3356840598592035,
2022-08-06,7.335652404646323,
2022-08-07,7.335768576580749,
2022-08-08,6.849270854605264,
2022-08-09,6.906447802094236,
2022-08-10,6.848897521503706,8.447778206754556
2022-08-11,6.7799557039581995,
2022-08-12,6.739421504471197,
2022-08-13,6.73949718429233,
2022-08-14,6.739422634065536,
2022-08-15,6.644852233805795,
2022-08-16,6.644051177415529,
2022-08-17,6.725095095848976,
2022-08-18,6.725893350830824,
2022-08-19,6.830465325564085,
2022-08-20,6.8305235724953635,
2022-08-21,6.8306317842110005,
2022-08-22,6.318226309143144,
2022-08-23,6.376033324719693,
2022-08-24,6.413616981064784,
2022-08-25,6.5551461568602685,
2022-08-26,6.415062838256198,
2022-08-27,6.414945566161325,
2022-08-28,6.414761752216291,
2022-08-29,6.415615327747568,
2022-08-30,6.398849616414119,
2022-08-31,6.44077053185541,
2022-09-01,6.484474423623072,
2022-09-02,6.461985490292558,
2022-09-03,6.462009796376571,
2022-09-04,6.462152899036111,
2022-09-05,6.461938322676993,
2022-09-06,6.489765848250727,
2022-09-07,6.48622262579566,
2022-09-08,6.48114555647343,
2022-09-09,6.509777517930555,
2022-09-10,6.509869640016344,
2022-09-11,6.509864454840212,
2022-09-12,6.475261879398748,
2022-09-13,6.526294802708881,8.216255059541258
2022-09-14,6.244566149209335,
2022-09-15,6.2373966376710275,
2022-09-16,6.137679263934503,
2022-09-17,6.13769113722775,
2022-09-18,6.137491881716945,
2022-09-19,6.084325889524939,
2022-09-20,6.166155669442192,
2022-09-21,6.119732394286632,
2022-09-22,6.677446903601741,
2022-09-23,6.648398695818995,
2022-09-24,6.648231160432414,
2022-09-25,6.648357372725369,
2022-09-26,6.6296812476829725,
2022-09-27,6.64178920310084,
2022-09-28,6.634387102272331,
2022-09-29,6.644929701999237,
2022-09-30,6.8441537613276555,
2022-10-01,6.844216539019997,
2022-10-02,6.844197290717536,
2022-10-03,6.244106472364616,
2022-10-04,5.9930528526047055,
2022-10-05,6.019612906428452,
2022-10-06,5.992306608144516,
2022-10-07,6.025501949834957,
2022-10-08,6.02550028332703,
2022-10-09,6.025565003474046,
2022-10-10,6.037137559831364,
2022-10-11,6.163418279771593,
2022-10-12,6.171144320900277,
2022-10-13,6.165486960593555,8.205751582451754
2022-10-14,6.134889213015014,
2022-10-15,6.13488903904561,
2022-10-16,6.134930702492177,
2022-10-17,6.125249183463548,
2022-10-18,6.0480371759536276,
2022-10-19,6.111498073892414,
2022-10-20,6.148780389626229,
2022-10-21,6.156280471083079,
2022-10-22,6.156317721794102,
2022-10-23,6.156355246828883,
2022-10-24,6.105769255920279,
2022-10-25,5.993201471794449,
2022-10-26,5.937701129563248,
2022-10-27,5.915739925498464,
2022-10-28,5.856195979754647,
2022-10-29,5.856240618888446,
2022-10-30,5.856110180704119,
2022-10-31,5.895028867561105,
2022-11-01,5.885711737068797,
2022-11-02,5.946797541772895,
2022-11-03,6.504644279648934,
2022-11-04,6.490397299328731,
2022-11-05,6.490375901764798,
2022-11-06,6.490332886303874,
2022-11-07,6.480733782530632,
2022-11-08,6.460111565009959,
2022-11-09,6.513482900252945,
2022-11-10,6.408465678256128,7.7572614708094525
2022-11-11,6.3197752920414265,
2022-11-12,6.319681449387886,
2022-11-13,6.319630185378941,
2022-11-14,6.341163404861148,
2022-11-15,6.295934120642095,
2022-11-16,5.745500329919546,
2022-11-17,5.701086931665727,
2022-11-18,5.613985460618233,
2022-11-19,5.61404520720064,
2022-11-20,5.614067699807564,
2022-11-21,5.616805425807156,
2022-11-22,5.552118168065959,
2022-11-23,5.548973549906414,
2022-11-24,5.548963614553415,
2022-11-25,5.655963315493799,
2022-11-26,5.655948774527777,
2022-11-27,5.6559798322224335,
2022-11-28,5.64147284643604,
2022-11-29,5.774660656100449,
2022-11-30,6.056281918001839,
2022-12-01,5.834226064478199,
2022-12-02,5.790695329724993,
2022-12-03,5.790651559130979,
2022-12-04,5.790719000433111,
2022-12-05,5.650838108039119,
2022-12-06,5.665821111382441,
2022-12-07,5.632789461760725,
2022-12-08,5.583494084344061,
2022-12-09,5.667349445459277,
2022-12-10,5.6862554643836605,
2022-12-11,5.6861827794810464,
2022-12-12,5.708562829015737,
2022-12-13,5.734642958257657,7.131380368978285
2022-12-14,5.748372145279448,
2022-12-15,6.110043711531737,
2022-12-16,6.154581402962925,
2022-12-17,6.154625586326591,
2022-12-18,6.154628812479445,
2022-12-19,6.165516648039641,
2022-12-20,6.209370047248622,
2022-12-21,6.223201332690422,
2022-12-22,6.251610768316148,
2022-12-23,6.246962856899764,
2022-12-24,6.246934063392731,
2022-12-25,6.246942170697991,
2022-12-26,6.247058403422286,
2022-12-27,6.215653182521132,
2022-12-28,5.966559662651456,
2022-12-29,5.946976839083499,
2022-12-30,5.984079692383589,
2022-12-31,5.984042283546634,
2023-01-01,5.984066913426401,
2023-01-02,5.984049234778747,
2023-01-03,5.932473307417418,
2023-01-04,5.845892236801623,
2023-01-05,5.800823513239142,
2023-01-06,5.51561688738006,
2023-01-07,5.515636887220881,
2023-01-08,5.51566523283006,
2023-01-09,5.533957623753228,
2023-01-10,5.49570863940602,
2023-01-11,5.364318439601166,
2023-01-12,5.356491370832072,6.410831677385814
2023-01-13,5.3760512494586346,
2023-01-14,5.3762976351081955,
2023-01-15,5.376222898425809,
2023-01-16,5.376280809645968,
2023-01-17,5.3553725971187776,
2023-01-18,5.409157431321522,
2023-01-19,12.738897875472265,
2023-01-20,12.758702592658311,
2023-01-21,12.758478144586068,
2023-01-22,12.758484240056863,
2023-01-23,12.761109048542949,
2023-01-24,12.782849728970387,
2023-01-25,12.86963596043579,
2023-01-26,12.849120403371888,
2023-01-27,12.901934545314095,
2023-01-28,12.901906318304611,
2023-01-29,12.902064161603882,
2023-01-30,12.991873321579057,
2023-01-31,12.95152746517822,
2023-02-01,12.830264056408309,
2023-02-02,13.008111254980728,
2023-02-03,13.001462644082354,
2023-02-04,13.00144872296821,
2023-02-05,13.001229580578261,
2023-02-06,13.034071301760775,
2023-02-07,13.060418861566491,
2023-02-08,13.093048915036587,
2023-02-09,13.058762354478532,
2023-02-10,13.225516604260836,6.340296309929159
2023-02-11,13.225587698866667,
2023-02-12,13.225649482142085,
2023-02-13,12.95357079295927,
2023-02-14,12.952828679814784,
2023-02-15,12.845314679136095,
2023-02-16,6.075664370882482,
2023-02-17,6.0982537460422686,
2023-02-18,6.098216629887821,
2023-02-19,6.098172736207429,
2023-02-20,6.098271926395941,
2023-02-21,5.73722146716646,
2023-02-22,5.73728903774004,
2023-02-23,5.683301579172918,
2023-02-24,6.047365504704079,
2023-02-25,6.0473482269245435,
2023-02-26,6.047487560605308,
2023-02-27,5.971734376409608,
2023-02-28,5.980093224147319,
2023-03-01,5.978925481490175,
2023-03-02,5.968844966720091,
